,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-001,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (1/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5003,施韋考  Ext.:26356,PP-0125,A
1,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-002,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (2/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5004,施韋考  Ext.:26356,PP-0125,A
2,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-003,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (3/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5005,施韋考  Ext.:26356,PP-0125,A
3,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-004,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (4/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5006,施韋考  Ext.:26356,PP-0125,A
4,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-005,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (5/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5007,施韋考  Ext.:26356,PP-0125,A
5,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-006,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (6/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5008,施韋考  Ext.:26356,PP-0125,A
6,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-007,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (7/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5009,施韋考  Ext.:26356,PP-0125,A
7,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-008,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (8/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5010,施韋考  Ext.:26356,PP-0125,A
8,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-009,A/G PIPING ARRANGEMENT DRAWING FOR HEAVY PARTS WAREHOUSE AREA,A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5011,施韋考  Ext.:26356,PP-0125,A
9,TPC-TC(C0)-CD-22-0661,IFA,2022/08/18,2022/07/18,XG31-3110-010,A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3110 (9/14),A,A,A/G PIPING ARRANGEMENT DRAWING FOR AREA 3110&3120&3130,TC0-1-UPD02-D5012,施韋考  Ext.:26356,PP-0125,A
