,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF38A-320R-022,PIPE RACK PR-3202 FOUNDATION PLAN,A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-CSC02-D3222,陳博仁  Ext.:23341,CB-0470,A
1,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF38A-320R-023,PIPE RACK PR-3202 FOUNDATION SECTION AND DETAILS (1),A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-CSC02-D3223,陳博仁  Ext.:23341,CB-0470,A
2,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF38A-320R-024,PIPE RACK PR-3202 FOUNDATION SECTION AND DETAILS (2),A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-CSC02-D3224,陳博仁  Ext.:23341,CB-0470,A
3,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF41A-320R-021,PIPE RACK PR-3202 PLAN (1),A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-SSC02-D3221,陳博仁  Ext.:23341,CB-0470,A
4,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF41A-320R-021C,CALCULATION SHEET FOR UNIT PIPE RACK PR-3202,A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-SSC02-C3221,陳博仁  Ext.:23341,CB-0470,A
5,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF41A-320R-022,PIPE RACK PR-3202 PLAN (2),A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-SSC02-D3222,陳博仁  Ext.:23341,CB-0470,A
6,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF41A-320R-023,PIPE RACK PR-3202 ELEVATION (1),A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-SSC02-D3223,陳博仁  Ext.:23341,CB-0470,A
7,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF41A-320R-024,PIPE RACK PR-3202 ELEVATION (2),A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-SSC02-D3224,陳博仁  Ext.:23341,CB-0470,A
8,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF41A-320R-025,PIPE RACK PR-3202 ELEVATION (3),A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-SSC02-D3225,陳博仁  Ext.:23341,CB-0470,A
9,TPC-TC(C0)-CD-22-1430,IFA,2022/11/18,2022/10/19,XF41A-320R-026,PIPE RACK PR-3202 SECTION AND DETAILS,A,A,Pipe Rack PR-3202 - Structure_RA,TC0-1-SSC02-D3226,陳博仁  Ext.:23341,CB-0470,A
